avg polarity score,subscribers,totalVideos,totalViews,duration
0.3373674872,1710000,2320,347648425,696.0
0.3375923365,1710000,2320,347648425,472.0
0.3375530432,1710000,2320,347648425,310.0
0.3383185448,1710000,2320,347648425,302.0
0.3375920875,1710000,2320,347648425,482.0
0.3373091672,1710000,2320,347648425,195.0
0.3369134738,1710000,2320,347648425,258.0
0.3367338656,1710000,2320,347648425,172.0
0.3367909571,1710000,2320,347648425,520.0
0.3369995066,1710000,2320,347648425,447.0
0.3366788027,1710000,2320,347648425,508.0
0.3361992515,1710000,2320,347648425,377.0
0.3357626494,1710000,2320,347648425,310.0
0.3357340316,1710000,2320,347648425,326.0
0.3363962751,1710000,2320,347648425,659.0
0.3375327227,1710000,2320,347648425,175.0
0.3381579987,1710000,2320,347648425,353.0
0.3388549828,1710000,2320,347648425,350.0
0.3387287488,1710000,2320,347648425,523.0
0.3382618842,1710000,2320,347648425,351.0
0.3382204916,1710000,2320,347648425,357.0
0.3389512797,1710000,2320,347648425,367.0
0.3384624393,1710000,2320,347648425,340.0
0.3380027133,1710000,2320,347648425,378.0
0.3387082808,1710000,2320,347648425,439.0
0.3402302976,1710000,2320,347648425,571.0
0.3403353814,1710000,2320,347648425,470.0
0.3410796866,1710000,2320,347648425,406.0
0.3410612094,1710000,2320,347648425,247.0
0.3412392836,1710000,2320,347648425,306.0
0.3411184049,1710000,2320,347648425,381.0
0.3412888118,1710000,2320,347648425,634.0
0.3418844719,1710000,2320,347648425,414.0
0.3417106346,1710000,2320,347648425,605.0
0.3418167808,1710000,2320,347648425,434.0
0.3423990891,1710000,2320,347648425,296.0
0.3419607893,1710000,2320,347648425,634.0
0.3423311526,1710000,2320,347648425,543.0
0.3424324294,1710000,2320,347648425,400.0
0.3425131557,1710000,2320,347648425,480.0
0.342677579,1710000,2320,347648425,51.0
0.3423432116,1710000,2320,347648425,25.0
0.324917284,1710000,2320,347648425,663.0
0.3228457143,1710000,2320,347648425,766.0
0.3168433198,1710000,2320,347648425,651.0
0.3265581818,1710000,2320,347648425,950.0
0.3215887043,1710000,2320,347648425,501.0
0.3266530351,1710000,2320,347648425,385.0
0.3315699422,1710000,2320,347648425,409.0
0.333607967,1710000,2320,347648425,743.0
0.3262330688,1710000,2320,347648425,448.0
0.3270833747,1710000,2320,347648425,481.0
0.3290434004,1710000,2320,347648425,529.0
0.3314034335,1710000,2320,347648425,680.0
0.3341026477,1710000,2320,347648425,906.0
0.3311338583,1710000,2320,347648425,881.0
0.3327009728,1710000,2320,347648425,714.0
0.3394394444,1710000,2320,347648425,413.0
0.3416681655,1710000,2320,347648425,460.0
0.3426924825,1710000,2320,347648425,768.0
0.3398936426,1710000,2320,347648425,596.0
0.3395840407,1710000,2320,347648425,749.0
0.3350372323,1710000,2320,347648425,511.0
0.3331516432,1710000,2320,347648425,925.0
0.3334700763,1710000,2320,347648425,709.0
0.334824184,1710000,2320,347648425,1144.0
0.3356426323,1710000,2320,347648425,1318.0
0.3334576438,1710000,2320,347648425,1299.0
0.3336018919,1710000,2320,347648425,696.0
0.4104592593,393000,237,20878842,217.0
0.3814972222,393000,237,20878842,261.0
0.3603325,393000,237,20878842,193.0
0.3517738095,393000,237,20878842,366.0
0.3548895833,393000,237,20878842,266.0
0.3630357143,393000,237,20878842,529.0
0.3407383333,393000,237,20878842,342.0
0.3481412698,393000,237,20878842,275.0
0.3585191781,393000,237,20878842,268.0
0.3507291139,393000,237,20878842,322.0
0.3417780488,393000,237,20878842,307.0
0.3374285714,393000,237,20878842,263.0
0.3354604396,393000,237,20878842,348.0
0.3247542553,393000,237,20878842,360.0
0.3213357895,393000,237,20878842,152.0
0.3499138889,393000,237,20878842,822.0
0.3399441718,393000,237,20878842,380.0
0.3419494118,393000,237,20878842,302.0
0.3376762162,393000,237,20878842,249.0
0.3390379679,393000,237,20878842,229.0
0.3390379679,393000,237,20878842,440.0
0.3482758974,393000,237,20878842,478.0
0.3487459184,393000,237,20878842,369.0
0.3532532338,393000,237,20878842,325.0
0.3466121951,393000,237,20878842,271.0
0.3551907407,393000,237,20878842,455.0
0.3487272772,1850000,104,74531687,1478.0
0.3483794722,1850000,104,74531687,1185.0
0.3332482426,1850000,104,74531687,895.0
0.3281334661,1850000,104,74531687,595.0
0.3016944294,1850000,104,74531687,622.0
0.2926206141,1850000,104,74531687,799.0
0.2909417351,1850000,104,74531687,514.0
0.2920569578,1850000,104,74531687,418.0
0.2960095841,1850000,104,74531687,696.0
0.2968120155,1850000,104,74531687,555.0
0.2983101697,1850000,104,74531687,494.0
0.2987713164,1850000,104,74531687,441.0
0.2986123193,1850000,104,74531687,493.0
0.2984673424,1850000,104,74531687,1216.0
0.2966086438,1850000,104,74531687,2148.0
0.2976348561,1850000,104,74531687,496.0
0.4602724138,101000,66,4735276,1197.0
0.4658077922,101000,66,4735276,1378.0
0.495844,101000,66,4735276,572.0
0.4954223077,101000,66,4735276,1735.0
0.498548951,101000,66,4735276,1170.0
0.503052071,101000,66,4735276,2801.0
0.5014348837,101000,66,4735276,778.0
0.4960914773,101000,66,4735276,1180.0
0.4988370166,101000,66,4735276,893.0
0.5016241935,101000,66,4735276,686.0
0.5002407407,101000,66,4735276,597.0
0.4916117904,101000,66,4735276,1121.0
0.4944201681,101000,66,4735276,1770.0
0.4954454545,101000,66,4735276,1435.0
0.4950441767,101000,66,4735276,744.0
0.5029753906,101000,66,4735276,681.0
0.4640604167,101000,66,4735276,594.0
0.0,57000,249,5006198,425.0
0.3380142857,57000,249,5006198,341.0
0.2957625,57000,249,5006198,307.0
0.27273,57000,249,5006198,404.0
0.27273,57000,249,5006198,289.0
0.27273,57000,249,5006198,307.0
0.27273,57000,249,5006198,253.0
0.263975,57000,249,5006198,301.0
0.263975,57000,249,5006198,482.0
0.2935615385,57000,249,5006198,317.0
0.2935615385,57000,249,5006198,332.0
0.2935615385,57000,249,5006198,296.0
0.2935615385,57000,249,5006198,439.0
0.4038807692,57000,249,5006198,320.0
0.4192243243,57000,249,5006198,388.0
0.3953636364,57000,249,5006198,319.0
0.3953636364,57000,249,5006198,496.0
0.3929192308,57000,249,5006198,1124.0
0.3791983402,57000,249,5006198,1214.0
0.3873679842,57000,249,5006198,1438.0
0.3884401575,57000,249,5006198,656.0
0.3901992248,57000,249,5006198,1421.0
0.3930488806,57000,249,5006198,1085.0
0.3930488806,57000,249,5006198,472.0
0.3937051852,57000,249,5006198,455.0
0.392902214,57000,249,5006198,512.0
0.3986394366,57000,249,5006198,1215.0
0.3987196491,57000,249,5006198,1220.0
0.3793706625,57000,249,5006198,1049.0
0.3809529412,57000,249,5006198,1013.0
0.2443385714,47500,253,5917076,199.0
0.2686066667,47500,253,5917076,330.0
0.2857442105,47500,253,5917076,79.0
0.213205036,47500,253,5917076,315.0
0.1878194118,47500,253,5917076,469.0
0.1958920792,47500,253,5917076,604.0
0.2215058091,47500,253,5917076,453.0
0.1683270627,47500,253,5917076,261.0
0.2074997297,47500,253,5917076,725.0
0.2130264484,47500,253,5917076,552.0
0.2190983645,47500,253,5917076,588.0
0.2297657388,47500,253,5917076,419.0
0.2409155378,47500,253,5917076,211.0
0.2443467803,47500,253,5917076,279.0
0.2529977941,47500,253,5917076,641.0
0.2587865646,47500,253,5917076,742.0
0.2567113057,47500,253,5917076,610.0
0.2534698609,47500,253,5917076,659.0
0.2587943368,47500,253,5917076,545.0
0.2607353607,47500,253,5917076,475.0
0.263033378,47500,253,5917076,769.0
0.2668640964,47500,253,5917076,784.0
0.2638962877,47500,253,5917076,276.0
0.2711766958,47500,253,5917076,337.0
0.3075410399,47500,253,5917076,313.0
0.42535175,988000,1924,123211115,367.0
0.4054457237,988000,1924,123211115,782.0
0.4067358006,988000,1924,123211115,397.0
0.4077768076,988000,1924,123211115,332.0
0.4018884346,988000,1924,123211115,369.0
0.4019205752,988000,1924,123211115,400.0
0.4096805639,988000,1924,123211115,441.0
0.4135448819,988000,1924,123211115,402.0
0.4171737595,988000,1924,123211115,260.0
0.4112380879,988000,1924,123211115,404.0
0.4098078628,988000,1924,123211115,536.0
0.4088136458,988000,1924,123211115,177.0
0.4061042791,988000,1924,123211115,271.0
0.4062418297,988000,1924,123211115,236.0
0.4060316766,988000,1924,123211115,260.0
0.3971277205,988000,1924,123211115,311.0
0.3939989757,988000,1924,123211115,475.0
0.3920023784,988000,1924,123211115,227.0
0.3894538892,988000,1924,123211115,459.0
0.3932182706,988000,1924,123211115,529.0
0.3939903197,988000,1924,123211115,502.0
0.3937688879,988000,1924,123211115,324.0
0.391476835,988000,1924,123211115,210.0
0.3861287897,988000,1924,123211115,410.0
0.3839568918,988000,1924,123211115,483.0
0.381040236,988000,1924,123211115,316.0
0.3848649317,988000,1924,123211115,567.0
0.3848930896,988000,1924,123211115,172.0
0.3852379199,988000,1924,123211115,318.0
0.3834627589,988000,1924,123211115,218.0
0.3822515749,988000,1924,123211115,226.0
0.4232751544,988000,1924,123211115,257.0
0.4712632075471697,123000,325,10005743,351.0
0.4784331395348837,123000,325,10005743,394.0
0.4666068292682926,123000,325,10005743,408.0
0.4748909448818897,123000,325,10005743,412.0
0.4660150537634409,123000,325,10005743,381.0
0.4648202416918429,123000,325,10005743,518.0
0.4726387909319899,123000,325,10005743,607.0
0.460101935483871,123000,325,10005743,473.0
0.4660333907056798,123000,325,10005743,539.0
0.465258626198083,123000,325,10005743,442.0
0.4642586156111928,123000,325,10005743,650.0
0.4645050632911393,123000,325,10005743,381.0
0.4651117647058823,123000,325,10005743,548.0
0.4629172535211267,123000,325,10005743,455.0
0.4629200700116685,123000,325,10005743,93.0
0.37129,494000,1506,37774999,305.0
0.4272348484848485,494000,1506,37774999,546.0
0.434592857142857,494000,1506,37774999,697.0
0.4195486238532109,494000,1506,37774999,555.0
0.416919298245614,494000,1506,37774999,353.0
0.4275458333333333,494000,1506,37774999,253.0
0.4245634146341462,494000,1506,37774999,288.0
0.4236303030303031,494000,1506,37774999,344.0
0.4297971428571428,494000,1506,37774999,225.0
0.4457646706586826,494000,1506,37774999,283.0
0.4465241379310344,494000,1506,37774999,296.0
0.4492147540983606,494000,1506,37774999,302.0
0.4430795811518323,494000,1506,37774999,282.0
0.4394328205128204,494000,1506,37774999,253.0
0.4398685714285714,494000,1506,37774999,243.0
0.4431986301369862,494000,1506,37774999,295.0
0.4433235294117646,494000,1506,37774999,275.0
0.4441898678414097,494000,1506,37774999,314.0
0.4413790598290598,494000,1506,37774999,316.0
0.4371165254237288,494000,1506,37774999,181.0
0.43398875,494000,1506,37774999,311.0
0.4293510040160642,494000,1506,37774999,434.0
0.4268436507936508,494000,1506,37774999,358.0
0.4234826771653543,494000,1506,37774999,244.0
0.4297541044776119,494000,1506,37774999,400.0
0.4301304029304029,494000,1506,37774999,284.0
0.4325918149466192,494000,1506,37774999,304.0
0.4323671378091873,494000,1506,37774999,123.0
0.4389528619528619,494000,1506,37774999,170.0
0.0927381355932203,1050000,748,91987339,681.0
0.1223385826771653,1050000,748,91987339,888.0
0.1620390721649484,1050000,748,91987339,1026.0
0.1822219600725952,1050000,748,91987339,823.0
0.189977316017316,1050000,748,91987339,775.0
0.1980954470198675,1050000,748,91987339,825.0
0.2148266975308642,1050000,748,91987339,669.0
0.2179990232907588,1050000,748,91987339,441.0
0.2221862802641232,1050000,748,91987339,861.0
0.2252481836874571,1050000,748,91987339,605.0
0.23046581769437,1050000,748,91987339,827.0
0.2446681233933162,1050000,748,91987339,754.0
0.4541833333333334,11400,172,901735,717.0
0.5068,11400,172,901735,975.0
0.6417428571428572,11400,172,901735,1368.0
0.61293125,11400,172,901735,1174.0
0.6132150000000001,11400,172,901735,686.0
0.4902254237288135,11400,172,901735,1362.0
0.4957131147540984,11400,172,901735,1306.0
0.5017492307692307,11400,172,901735,788.0
0.5066090909090908,11400,172,901735,852.0
0.506016176470588,11400,172,901735,689.0
0.4968289156626507,11400,172,901735,1195.0
0.5020200000000001,11400,172,901735,720.0
0.5057465116279071,11400,172,901735,882.0
0.5081355555555556,11400,172,901735,1202.0
0.5054112244897959,11400,172,901735,1207.0
0.513569306930693,11400,172,901735,931.0
0.3800024691358025,172000,185,11666260,1318.0
0.38356875,172000,185,11666260,1235.0
0.331595283018868,172000,185,11666260,1029.0
0.3365004545454546,172000,185,11666260,450.0
0.328295652173913,172000,185,11666260,1242.0
0.3358069182389936,172000,185,11666260,1065.0
0.3442090140845071,172000,185,11666260,1168.0
0.3433933884297521,172000,185,11666260,635.0
0.3399778625954198,172000,185,11666260,1844.0
0.3435527227722772,172000,185,11666260,799.0
0.3504950471698113,172000,185,11666260,1037.0
0.3489105263157895,172000,185,11666260,1768.0
0.3465405405405405,172000,185,11666260,1655.0
0.3515670611439842,172000,185,11666260,1333.0
0.3533103313840156,172000,185,11666260,1030.0
0.338338338658147,6130000,1340,410887617,3129.0
0.3339471428571429,6130000,1340,410887617,1192.0
0.3308706088992973,6130000,1340,410887617,3383.0
0.3185886983289357,6130000,1340,410887617,1333.0
0.3124355304212169,6130000,1340,410887617,712.0
0.312250038197097,6130000,1340,410887617,1272.0
0.3153568340306834,6130000,1340,410887617,3457.0
0.3174118493150685,6130000,1340,410887617,1579.0
0.3182342097488921,6130000,1340,410887617,904.0
0.3095872609997696,6130000,1340,410887617,639.0
0.3132331641659311,6130000,1340,410887617,2574.0
0.3147655083099503,6130000,1340,410887617,2388.0
0.3147600042435816,6130000,1340,410887617,2404.0
0.3177219913598025,6130000,1340,410887617,1722.0
0.3186836526701997,6130000,1340,410887617,3521.0
0.3174225909636146,6130000,1340,410887617,555.0
0.316141341991342,6130000,1340,410887617,2299.0
0.319099200913242,6130000,1340,410887617,3466.0
0.321978125,135000,1289,21427061,217.0
0.3033780487804878,135000,1289,21427061,200.0
0.2826931818181818,135000,1289,21427061,151.0
0.2856901960784314,135000,1289,21427061,150.0
0.2759345454545455,135000,1289,21427061,204.0
0.2780573770491803,135000,1289,21427061,249.0
0.2879742857142857,135000,1289,21427061,273.0
0.3037552631578948,135000,1289,21427061,227.0
0.2965512195121951,135000,1289,21427061,296.0
0.2897903225806452,135000,1289,21427061,176.0
0.2911091836734694,135000,1289,21427061,157.0
0.2881686868686868,135000,1289,21427061,87.0
0.2775678260869565,135000,1289,21427061,205.0
0.2758827586206896,135000,1289,21427061,142.0
0.2744661290322581,135000,1289,21427061,148.0
0.27529140625,135000,1289,21427061,199.0
0.2744284615384615,135000,1289,21427061,111.0
0.2723335877862595,135000,1289,21427061,45.0
0.2645468085106383,135000,1289,21427061,200.0
0.265858064516129,135000,1289,21427061,190.0
0.2666025477707006,135000,1289,21427061,113.0
0.2632490566037735,135000,1289,21427061,59.0
0.2594876543209876,135000,1289,21427061,199.0
0.251122905027933,135000,1289,21427061,249.0
0.2497114130434782,135000,1289,21427061,241.0
0.2497114130434782,135000,1289,21427061,51.0
0.2497114130434782,135000,1289,21427061,94.0
0.2493349462365591,135000,1289,21427061,198.0
0.2392361256544502,135000,1289,21427061,142.0
0.2392361256544502,135000,1289,21427061,191.0
0.2401854166666666,135000,1289,21427061,191.0
0.2405896373056995,135000,1289,21427061,70.0
0.2405896373056995,135000,1289,21427061,112.0
0.2405896373056995,135000,1289,21427061,61.0
0.2377092783505154,135000,1289,21427061,78.0
0.2493310344827586,135000,1289,21427061,230.0
0.2680046728971963,135000,1289,21427061,237.0
0.2662072727272727,135000,1289,21427061,193.0
0.2692636771300448,135000,1289,21427061,171.0
0.2657954166666667,135000,1289,21427061,233.0
0.372223076923077,150000,429,7038760,639.0
0.4591347826086956,150000,429,7038760,1146.0
0.4555931034482759,150000,429,7038760,1145.0
0.469635294117647,150000,429,7038760,581.0
0.4562405405405405,150000,429,7038760,594.0
0.4431487179487179,150000,429,7038760,651.0
0.4605227272727273,150000,429,7038760,579.0
0.4751065217391305,150000,429,7038760,522.0
0.4726829787234043,150000,429,7038760,459.0
0.4726829787234043,150000,429,7038760,385.0
0.4224318181818182,150000,429,7038760,427.0
0.4308757142857143,150000,429,7038760,1239.0
0.4291013513513514,150000,429,7038760,836.0
0.4263740259740259,150000,429,7038760,562.0
0.4263740259740259,150000,429,7038760,507.0
0.4288253164556961,150000,429,7038760,416.0
0.435067816091954,150000,429,7038760,419.0
0.1383,342,29,26424,370.0
0.1075666666666666,342,29,26424,274.0
0.29690625,342,29,26424,376.0
0.3160105263157894,342,29,26424,403.0
0.3309636363636363,342,29,26424,392.0
0.3357333333333333,342,29,26424,432.0
0.3306771428571429,342,29,26424,440.0
0.3171363636363636,342,29,26424,885.0
0.3205298245614035,342,29,26424,577.0
0.324593220338983,342,29,26424,440.0
0.3189895522388059,342,29,26424,407.0
0.3262785714285714,342,29,26424,328.0
0.3262785714285714,342,29,26424,224.0
0.3288506493506493,342,29,26424,836.0
0.5874943661971831,128000,257,15164639,321.0
0.5076910112359551,128000,257,15164639,294.0
0.5299645390070923,128000,257,15164639,468.0
0.5430721428571428,128000,257,15164639,515.0
0.5261584507042253,128000,257,15164639,419.0
0.5228666666666667,128000,257,15164639,492.0
0.5185761282660333,128000,257,15164639,304.0
0.5170174219536758,128000,257,15164639,526.0
0.510870796460177,128000,257,15164639,490.0
0.5050339300244101,128000,257,15164639,279.0
0.5106526806526807,128000,257,15164639,261.0
0.5062334821428571,128000,257,15164639,505.0
0.5090444921316165,128000,257,15164639,382.0
0.5054561898211829,128000,257,15164639,385.0
0.5047702518720217,128000,257,15164639,234.0
0.4992262142381903,128000,257,15164639,409.0
0.4975691195795006,128000,257,15164639,294.0
0.4979207332490518,128000,257,15164639,291.0
0.4942008363201912,128000,257,15164639,255.0
0.494994305636258,128000,257,15164639,452.0
0.4916390122086571,128000,257,15164639,281.0
0.4915841584158416,128000,257,15164639,143.0
0.4916788732394366,128000,257,15164639,233.0
0.4942097987288135,128000,257,15164639,284.0
0.4925309584828293,128000,257,15164639,410.0
0.4919759077526987,128000,257,15164639,916.0
0.4915600387972841,128000,257,15164639,478.0
0.491969465648855,128000,257,15164639,508.0
0.4901323653395785,128000,257,15164639,237.0
0.48740780961183,128000,257,15164639,242.0
0.4863592944369064,128000,257,15164639,404.0
0.4841424025100851,128000,257,15164639,259.0
0.4815254192409532,128000,257,15164639,280.0
0.4798397178281317,128000,257,15164639,391.0
0.4807871416526137,128000,257,15164639,260.0
0.479690893970894,128000,257,15164639,888.0
0.4801101156069364,128000,257,15164639,687.0
0.4802945812807882,128000,257,15164639,873.0
0.4784078638021888,128000,257,15164639,260.0
0.4790060435132957,128000,257,15164639,219.0
0.4802138214565388,128000,257,15164639,277.0
0.4804062282398453,128000,257,15164639,224.0
0.4799667176740627,128000,257,15164639,412.0
0.4808394973743435,128000,257,15164639,396.0
0.4785206572769954,128000,257,15164639,338.0
0.479987675070028,128000,257,15164639,469.0
0.4807024770953512,128000,257,15164639,319.0
0.4801300466355763,128000,257,15164639,322.0
0.4797056554429552,128000,257,15164639,401.0
0.4798754119547658,128000,257,15164639,259.0
0.4803779195915763,128000,257,15164639,342.0
0.4806825095057034,128000,257,15164639,391.0
0.4809084692597239,128000,257,15164639,403.0
0.4817790920321186,128000,257,15164639,436.0
0.4846772506082725,128000,257,15164639,591.0
0.485551269035533,128000,257,15164639,408.0
0.5010054838709678,170000,75,11456404,783.0
0.4754555491329479,170000,75,11456404,27.0
0.4764901297236322,170000,75,11456404,2870.0
0.47584357696567,170000,75,11456404,1397.0
0.4702505415162455,170000,75,11456404,1953.0
0.4689907543698252,170000,75,11456404,90.0
0.4703777449324324,170000,75,11456404,2449.0
0.4668344040247678,170000,75,11456404,1458.0
0.472116567065073,170000,75,11456404,3521.0
0.4810724250936329,170000,75,11456404,1567.0
0.480481056044465,170000,75,11456404,26.0
0.4823849772727273,170000,75,11456404,945.0
0.4813382610649292,170000,75,11456404,2266.0
0.4812275991189427,170000,75,11456404,37.0
0.4816053807767411,170000,75,11456404,74.0
0.4817340232858991,170000,75,11456404,1298.0
0.4813130234505863,170000,75,11456404,2955.0
0.4809204921422664,170000,75,11456404,1223.0
0.4784212644846514,170000,75,11456404,2617.0
0.5485,3750,69,141671,414.0
0.4531083333333334,3750,69,141671,2061.0
0.4887533333333334,3750,69,141671,1814.0
0.4973000000000001,3750,69,141671,1897.0
0.5003179487179487,3750,69,141671,1444.0
0.5218119047619049,3750,69,141671,1368.0
0.5190461538461538,3750,69,141671,1489.0
0.5190461538461538,3750,69,141671,1172.0
0.515912962962963,3750,69,141671,1298.0
0.5588513513513514,214000,237,6800036,448.0
0.3514700657894737,214000,237,6800036,1678.0
0.4158231132075471,214000,237,6800036,2632.0
0.4220551859099804,214000,237,6800036,519.0
